[24-11-05 15:08:30] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 15:08:30] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 15:08:30] 0            p0 [    17215.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:31] 1     -191266.7 [    17215.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:31] 2     -191266.7 [    17215.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:32] 3    -191297.18 [    17216.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:32] 4     -191217.4 [    17213.9    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:32] 5    -185914.68 [    17037.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:33] 6     -72542.82 [    10535.8    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:34] 7      -75890.7 [       15.8    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:34] 8     -58567.89 [     6517.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:35] 9     -61746.77 [     4034.1    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:35] 10    -58605.55 [     6150.4    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:36] 11    -58560.88 [     6410.6    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:36] 12    -58568.95 [     6302.5    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:37] 13    -58560.88 [     6410.6    4464.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:37] 14    -58560.16 [     6410.6    4465.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:38] 15     -58559.0 [     6410.6    4466.9  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:38] 16     -58441.9 [     6410.6    4643.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:39] 17    -58095.06 [     6410.6    5605.6  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:40] 18    -58221.77 [     6410.6    7162.6  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:40] 19    -58068.08 [     6410.6    6200.3  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:41] 20    -58102.69 [     6410.6    6567.9  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:41] 21    -58064.37 [     6410.6    6059.4  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:42] 22    -58064.32 [     6410.6    6043.4  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:42] 23    -58064.34 [     6410.6    6027.6  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:43] 24    -58064.32 [     6410.6    6043.4  496451.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:43] 25    -58064.29 [     6410.6    6043.4  496452.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:44] 26    -58064.25 [     6410.6    6043.4  496453.7    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:44] 27    -58059.41 [     6410.6    6043.4  496630.1    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:45] 28    -57566.53 [     6410.6    6043.4  515854.0    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:46] 29    -55988.96 [     6410.6    6043.4  644217.3    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:46] 31    -56469.14 [     6410.6    6043.4  723550.2    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:47] 32    -56244.64 [     6410.6    6043.4  595186.9    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:47] 33    -55986.68 [     6410.6    6043.4  649406.3    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:48] 34    -55986.86 [     6410.6    6043.4  647876.8    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:48] 35    -55986.91 [     6410.6    6043.4  650935.9    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:49] 36    -55986.68 [     6410.6    6043.4  649406.3    4025.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:49] 37    -55997.55 [     6410.6    6043.4  649406.3    4026.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:50] 38     -55969.1 [     6410.6    6043.4  649406.3    4024.3    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:51] 39    -54112.17 [     6410.6    6043.4  649406.3    3847.9    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:51] 40    -40425.62 [     6410.6    6043.4  649406.3    1145.2    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:52] 43    -42624.79 [     6410.6    6043.4  649406.3    2177.5    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:52] 44     -41164.7 [     6410.6    6043.4  649406.3    1661.3    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:53] 45    -40255.71 [     6410.6    6043.4  649406.3     874.1    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:53] 46    -40210.45 [     6410.6    6043.4  649406.3     703.1    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:54] 47    -40204.26 [     6410.6    6043.4  649406.3     627.1    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:55] 48    -40204.15 [     6410.6    6043.4  649406.3     593.1    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:55] 49    -40205.68 [     6410.6    6043.4  649406.3     558.8    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:56] 50    -40204.15 [     6410.6    6043.4  649406.3     593.1    2594.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:56] 51    -40203.63 [     6410.6    6043.4  649406.3     593.1    2595.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:57] 52    -40202.79 [     6410.6    6043.4  649406.3     593.1    2597.5   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:57] 53    -40130.76 [     6410.6    6043.4  649406.3     593.1    2773.9   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:58] 54    -40100.88 [     6410.6    6043.4  649406.3     593.1    3007.1   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:59] 55    -40228.26 [     6410.6    6043.4  649406.3     593.1    3384.3   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:08:59] 56     -40122.8 [     6410.6    6043.4  649406.3     593.1    3151.1   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:00] 57    -40103.06 [     6410.6    6043.4  649406.3     593.1    2918.0   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:00] 58     -40100.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:01] 59    -40100.31 [     6410.6    6043.4  649406.3     593.1    2982.5   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:01] 60    -40100.31 [     6410.6    6043.4  649406.3     593.1    2974.8   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:02] 61     -40100.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:02] 62     -40100.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27382.7   22223.6  1.29e-05 ]
[24-11-05 15:09:03] 63     -40100.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27384.4   22223.6  1.29e-05 ]
[24-11-05 15:09:04] 64     -40100.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22223.6  1.29e-05 ]
[24-11-05 15:09:04] 65    -40099.84 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22224.6  1.29e-05 ]
[24-11-05 15:09:05] 66    -40099.08 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22226.2  1.29e-05 ]
[24-11-05 15:09:05] 67     -40018.3 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   22402.6  1.29e-05 ]
[24-11-05 15:09:06] 68    -38143.37 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   29012.2  1.29e-05 ]
[24-11-05 15:09:06] 69    -37522.63 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   39706.7  1.29e-05 ]
[24-11-05 15:09:07] 70    -37543.43 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   36585.2  1.29e-05 ]
[24-11-05 15:09:07] 71    -38238.45 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   57010.8  1.29e-05 ]
[24-11-05 15:09:08] 72    -37691.39 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   46316.2  1.29e-05 ]
[24-11-05 15:09:08] 73    -37569.53 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   35621.7  1.29e-05 ]
[24-11-05 15:09:09] 74    -37520.68 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   39322.8  1.29e-05 ]
[24-11-05 15:09:09] 75    -37519.88 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  1.29e-05 ]
[24-11-05 15:09:10] 76    -37519.88 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38779.3  1.29e-05 ]
[24-11-05 15:09:11] 77    -37520.09 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   39113.8  1.29e-05 ]
[24-11-05 15:09:11] 78    -37519.88 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  1.29e-05 ]
[24-11-05 15:09:12] 93    -63589.17 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6   5.1e-04 ]
[24-11-05 15:09:12] 94    -61367.79 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  2.61e-04 ]
[24-11-05 15:09:13] 95    -55798.47 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  1.08e-04 ]
[24-11-05 15:09:13] 96    -47287.03 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  4.91e-05 ]
[24-11-05 15:09:14] 98    -40668.97 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  2.67e-05 ]
[24-11-05 15:09:14] 99    -40287.66 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  4.15e-06 ]
[24-11-05 15:09:15] 100   -37698.71 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  1.51e-05 ]
[24-11-05 15:09:16] 101   -37519.15 [     6410.6    6043.4  649406.3     593.1    2978.6   27381.7   38946.6  1.29e-05 ]
